High,Low
411.55,410.49
411.55,410.49
411.55,410.49
411.55,410.48
411.55,410.47
411.55,410.47
411.55,410.21
411.55,410.21
411.55,410.21
411.55,410.21
411.55,410.21
411.55,410.14
411.55,410.082
411.55,410.082
411.55,410.082
411.55,409.94
411.55,409.94
411.55,409.94
411.55,409.94
411.55,409.545
411.55,409.4489
411.43,409.27
411.43,409.12
411.43,409.07
411.43,409.07
411.43,409.07
411.43,409.07
411.43,409.07
411.43,409.07
411.43,409.07
411.43,409.07
411.43,409.07
411.43,409.07
411.43,409
411.43,408.9199
411.43,408.9199
411.4,408.9199
411.255,408.9199
411.24,408.9199
411.18,408.9199
411.16,408.9199
411.16,408.9199
411.16,408.9199
411.16,408.9199
411.16,408.9199
411.16,408.9199
410.98,408.9199
410.89,408.9199
410.87,408.9199
410.87,408.9199
410.83,408.9199
410.8,408.9199
410.735,408.9199
410.66,408.9199
410.66,408.9199
410.63,408.9199
410.63,408.9199
410.63,408.9199
410.63,408.9199
410.63,408.9199
410.72,408.9199
410.72,408.9199
410.755,408.9199
410.755,408.9199
410.81,408.9199
410.92,408.9199
410.95,408.9199
411.025,408.9199
411.05,408.9199
411.05,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.06,408.9199
411.23,408.9199
411.23,408.9199
411.23,408.9199
411.23,408.9199
411.2799,408.9199
411.2799,408.9199
411.37,408.9199
411.441,408.9199
411.62,408.9199
411.62,408.9199
411.62,408.9199
411.62,408.9199
411.62,409.03
411.62,409.03
411.93,409.03
412.075,409.175
412.075,409.22
412.075,409.3
412.075,409.41
412.075,409.48
412.075,409.7
412.075,409.748
412.075,409.748
412.075,409.75
412.075,409.86
412.075,409.93
412.075,409.93
412.075,410
412.075,410.08
412.075,410.08
412.075,410.08
412.075,410.08
412.075,410.21
412.075,410.4
412.075,410.4
412.075,410.4
412.075,410.51
412.075,410.62
412.09,410.62
412.19,410.66
412.29,410.66
412.29,410.71
412.32,410.71
412.32,410.71
412.425,410.71
412.425,410.71
412.425,410.71
412.425,410.71
412.425,410.71
412.435,410.71
412.44,410.71
412.63,410.71
412.97,410.71
413.065,410.71
413.065,410.71
413.14,410.71
413.24,410.78
413.28,410.78
413.42,411
413.585,411
413.585,411.01
413.585,411.01
413.585,411.13
413.585,411.13
413.585,411.27
413.585,411.27
413.585,411.37
413.585,411.441
413.585,411.49
413.585,411.49
413.585,411.49
413.585,411.555
413.585,411.56
413.585,411.56
413.585,411.64
413.585,411.64
413.585,411.64
413.585,411.64
413.585,411.64
413.585,411.64
413.585,411.64
413.585,411.695
413.585,411.695
413.585,411.73
413.585,411.73
413.585,411.73
413.585,411.73
413.585,411.73
413.585,411.73
413.585,411.865
413.585,411.92
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.34
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.38
412.1583,411.43
412.1583,411.555
412.1583,411.555
412.1583,411.555
412.1583,411.555
412.1583,411.49
412.1583,411.49
412.1583,411.345
412.12,411.345
412.12,411.345
412.12,411.345
412.12,411.345
412.12,411.345
412.12,411.345
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.28
412.12,411.15
412.12,410.755
412.12,410.47
412.12,410.47
412.12,410.47
412.12,410.47
412.12,410.47
412.12,410.47
412.06,410.47
412.06,410.47
412.06,410.47
412.06,410.47
412.06,410.47
412.06,410.47
412.0226,410.47
412.0226,410.47
412.0226,410.47
412.0226,410.47
412.0226,410.47
412.0226,410.47
412.0226,410.47
412.0226,410.47
412.0197,410.47
412.0197,410.47
411.8392,410.47
411.8392,410.47
411.8392,410.47
411.8392,410.47
411.8392,410.47
411.8392,410.47
411.8392,410.47
411.8392,410.47
411.8392,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.82,410.47
411.861,410.47
412.125,410.47
412.125,410.47
412.19,410.47
412.19,410.47
412.29,410.47
412.29,410.47
412.29,410.47
412.29,410.47
412.29,410.47
412.29,410.47
412.29,410.47
412.29,410.67
412.29,410.85
412.29,410.85
412.29,410.8825
412.29,410.8825
412.29,410.91
412.29,410.91
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.04
412.29,411.22
412.29,411.36
412.29,411.36
412.29,411.36
412.29,411.36
412.29,411.5
412.29,411.5
412.29,411.5
412.29,411.5
412.29,411.5
412.29,411.5
412.29,411.51
412.29,411.58
412.29,411.58
412.29,411.66
412.29,411.635
412.29,411.635
412.29,411.63
412.29,411.5
412.29,411.5
412.29,411.5
412.29,411.5
412.29,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
412.28,411.5
411.48,410.05
411.48,410.05
411.48,410.05
411.48,410.05
411.48,410.05
411.48,410.05
411.48,410.05
411.48,410.05
411.48,410.05
411.48,409.885
411.48,409.885
411.48,409.885
411.48,409.885
411.48,409.885
411.48,409.88
411.48,409.8
411.48,409.76
411.48,409.58
411.48,409.58
411.48,409.58
411.48,409.49
411.48,409.49
411.48,409.49
411.48,409.49
411.48,409.49
411.48,409.49
411.48,409.49
411.48,409.49
411.48,409.49
411.48,409.48
411.48,409.48
411.48,409.48
411.435,409.48
411.32,409.44
411.23,409.39
410.93,409.39
410.9118,409.39
410.9118,409.39
410.8,409.39
410.77,409.39
410.77,409.39
410.77,409.39
410.65,409.39
410.53,409.39
410.53,409.39
410.53,409.39
410.53,409.39
410.53,409.39
410.522,409.39
410.522,409.39
410.522,409.39
410.522,409.39
410.385,409.39
410.385,409.39
410.385,409.39
410.405,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.39
410.575,409.36
410.575,409.26
410.575,409.26
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.165
410.575,409.14
410.575,409.14
410.575,409.14
410.575,409.14
410.575,409.14
410.575,409.14
410.575,409.14
410.575,409.14
410.575,409.14
410.575,409.14
410.51,409.14
410.51,409.14
410.51,409.14
410.51,409.14
410.51,409.14
410.51,409.14
410.51,409.14
410.35,409.14
410.35,409.14
410.16,409.14
410.16,409.14
410.16,409.14
410.16,409.14
410.16,409.14
410.16,409.14
410.16,409.14
410.16,409.14
410.16,409.14
410.16,409.14
410.07,409.14
409.96,409.14
409.84,409.14
409.84,409.14
409.84,409.14
409.84,409.14
409.785,409.14
409.77,409.14
409.835,409.14
409.835,409.14
409.835,409.14
409.96,409.14
409.96,409.14
409.96,409.14
409.96,409.14
409.96,409.14
409.96,409.14
409.96,409.14
410.095,409.14
410.095,409.14
410.095,409.14
410.095,409.14
410.095,409.14
410.18,409.14
410.2,409.14
410.2,409.14
410.245,409.14
410.245,409.14
410.245,409.14
410.245,409.14
410.245,409.14
410.245,409.14
410.245,409.14
410.245,409.14
410.245,409.14
410.245,409.14
410.315,409.14
410.315,409.16
410.34,409.16
410.34,409.16
410.35,409.16
410.355,409.16
410.38,409.16
410.38,409.16
410.38,409.16
410.4,409.16
410.53,409.16
410.53,409.16
410.58,409.16
410.635,409.16
410.8175,409.16
410.97,409.16
410.97,409.16
410.97,409.16
410.97,409.16
410.97,409.16
410.97,409.16
410.97,409.16
410.97,409.3054
410.97,409.36
410.97,409.36
411.08,409.535
411.08,409.535
411.08,409.535
411.08,409.55
411.08,409.55
411.08,409.65
411.23,409.75
411.28,409.75
411.35,409.75
411.49,409.75
411.53,409.75
411.53,409.75
411.6,409.75
411.6,409.75
412.09,411.6
412.09,411.6
412.09,411.6
412.09,411.6
412.09,411.6
412.09,411.6
412.09,411.6
412.09,411.6
412.13,411.6
412.13,411.6
412.13,411.6
412.13,411.6
412.13,411.6
412.13,411.6
412.13,411.6
412.13,411.6
412.185,411.6
412.42,411.6
412.42,411.66
412.42,411.73
412.42,411.73
412.42,411.73
412.42,411.73
412.464,411.73
412.545,411.73
412.545,411.73
412.545,411.73
412.545,411.73
412.545,411.73
412.545,411.73
412.69,411.73
412.77,411.73
412.795,411.73
412.795,411.73
412.795,411.73
412.795,411.73
412.795,411.73
412.795,411.73
412.848,411.73
412.87,411.73
413,411.73
413.07,411.73
413.26,411.73
413.26,411.73
413.26,411.73
413.26,411.73
413.26,411.73
413.29,411.73
413.29,411.73
413.3,411.73
413.3,411.73
413.3,411.73
413.3,411.73
413.3,411.73
413.3,411.73
413.3,411.73
413.3,411.73
413.3,411.73
413.3,411.8
413.3,411.85
413.3,411.85
413.3,411.85
413.3,411.85
413.3,411.85
413.3,411.85
413.3,411.92
413.3,411.92
413.3,411.99
413.3,411.99
413.3,411.99
413.3,411.99
413.3,411.99
413.3,411.99
413.3,411.9
413.3,411.77
413.3,411.74
413.3,411.74
413.3,411.71
413.3,411.71
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.3,411.6686
413.255,411.6686
413.15,411.6686
413.08,411.6686
412.91,411.6686
412.91,411.6686
412.91,411.6686
412.91,411.6686
412.89,411.6686
412.8,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.64,411.6686
412.685,411.6686
412.71,411.6686
412.71,411.6686
412.71,411.725
412.71,411.725
412.71,411.725
412.71,411.93
412.71,411.93
412.71,412.03
412.71,412.135
412.71,412.135
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.71,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.74,412.19
412.8,412.19
412.8,412.19
412.8,412.19
412.8,412.19
412.8,412.19
412.8,412.19
412.8,412.23
412.8,412.23
412.87,412.23
412.87,412.25
412.91,412.295
412.91,412.32
412.91,412.32
412.91,412.32
412.91,412.32
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.342
412.91,412.43
412.01,411.06
412.01,411.06
412.01,411.06
412.01,411.06
412.01,411.06
412.01,411.06
412.01,411.06
412.01,411.06
412.01,411.06
412.01,411.06
412.01,411.06
412.11,411.11
412.2,411.11
412.2,411.11
412.2,411.128
412.2,411.275
412.2,411.34
412.2,411.34
412.2,411.35
412.2,411.35
412.2,411.54
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.58
412.2,411.61
412.2,411.61
412.2,411.61
412.2,411.61
412.2,411.61
412.2,411.51
412.2,411.51
412.2,411.49
412.2,411.49
412.2,411.49
412.2,411.49
412.2,411.49
412.2,411.49
412.2,411.49
412.2,411.49
412.2,411.49
412.2,411.49
412.2,411.46
412.1362,411.46
412.13,411.46
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.39
412.13,411.29
412.13,411.25
412.08,411.25
412.08,411.22
412.045,411.22
412.032,411.22
412.032,411.22
412.02,411.22
412.02,411.22
411.98,411.22
411.98,411.22
411.91,411.22
411.91,411.22
411.91,411.22
411.91,411.22
411.91,411.22
411.91,411.22
411.91,411.22
411.91,411.22
411.91,411.22
411.91,411.215
411.91,411.215
411.91,411.215
411.91,411.185
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.91,411.04
411.89,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.04
411.82,411.09
411.82,411.13
411.82,411.18
411.82,411.18
411.82,411.18
411.82,411.215
411.82,411.27
411.82,411.385
411.82,411.41
411.82,411.41
411.82,411.36
411.82,411.36
411.82,411.36
411.82,411.15
411.82,411.15
411.82,411.15
411.82,411.15
411.82,411.08
411.82,410.5
411.82,410.5
411.82,410.5
411.82,410.5
411.82,410.44
411.82,410.41
411.81,410.41
411.81,410.395
411.81,410.35
412.87,411.97
412.87,411.97
412.96,411.97
413,411.97
413.19,411.97
413.19,412.02
413.19,412.05
413.19,412.062
413.2379,412.12
413.275,412.12
413.3,412.13
413.62,412.23
413.785,412.43
413.785,412.43
413.785,412.43
413.785,412.43
413.85,412.43
413.96,412.43
414.04,412.43
414.225,412.43
414.225,412.43
414.225,412.43
414.225,412.43
414.225,412.43
414.225,412.43
414.245,412.43
414.47,412.43
414.54,412.43
414.54,412.43
414.54,412.43
414.54,412.43
414.54,412.43
414.56,412.43
414.66,412.43
414.725,412.43
414.725,412.43
414.83,412.43
414.97,412.43
415.11,412.43
415.135,412.43
415.16,412.43
415.16,412.43
415.16,412.43
415.16,412.43
415.16,412.43
415.16,412.43
415.16,412.43
415.16,412.43
415.16,412.43
415.16,412.47
415.16,412.47
415.16,412.49
415.16,412.525
415.16,412.57
415.16,412.6
415.16,412.6
415.16,412.6
415.16,412.6
415.16,412.63
415.21,412.7
415.22,412.86
415.22,412.86
415.285,412.96
415.285,413
415.37,413.08
415.395,413.08
415.53,413.0885
415.53,413.16
415.53,413.2379
415.53,413.275
415.53,413.3
415.53,413.58
415.53,413.58
415.53,413.58
415.53,413.69
415.545,413.775
415.545,413.85
415.545,413.96
415.6,414.015
415.68,414.015
415.715,414.015
415.715,414.015
415.77,414.015
415.785,414.16
415.785,414.19
415.785,414.245
415.785,414.33
415.785,414.33
415.785,414.33
415.785,414.33
415.785,414.33
415.785,414.43
415.785,414.56
415.785,414.66
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.671
415.785,414.73
415.785,414.73
415.785,414.73
415.785,414.73
415.785,414.87
415.785,415
415.785,415.045
415.785,415.045
415.785,415.1
415.785,415.1
415.785,415.125
415.785,415.125
415.785,415.125
415.785,415.125
415.785,415.125
415.785,415.125
415.785,415.08
415.785,414.975
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.85
415.785,414.74
415.76,414.725
415.76,414.7172
415.76,414.7172
415.76,414.7172
415.76,414.7
415.76,414.69
415.76,414.62
415.76,414.56
415.65,414.56
415.61,414.56
415.61,414.56
415.53,414.56
415.5,414.56
415.5,414.56
415.5,414.56
415.5,414.56
415.5,414.56
415.5,414.56
415.5,414.56
415.5,414.56
415.5,414.56
415.5,414.56
415.4994,414.56
415.4994,414.56
415.4994,414.56
415.4994,414.56
415.4994,414.56
415.4994,414.56
415.4994,414.56
415.4994,414.56
415.4994,414.56
415.4994,414.56
415.4994,414.56
415.39,414.56
415.39,414.56
415.39,414.56
415.39,414.56
415.39,414.56
415.39,414.56
415.39,414.56
415.39,414.56
415.39,414.56
415.39,414.56
415.39,414.56
415.39,414.535
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.39,414.51
415.44,414.51
415.44,414.51
415.44,414.51
415.44,414.51
